order_id,supplier_id,product_id,order_date,quantity,expected_delivery,order_status
1268,18,144,2026-01-13,230,2026-01-26,Confirmed
1269,15,89,2025-05-13,260,2025-05-27,Pending
1270,18,76,2026-01-10,262,2026-01-24,Cancelled
1271,8,98,2025-08-13,124,2025-08-25,Shipped
1272,15,150,2026-01-04,198,2026-01-17,Cancelled
1273,13,28,2025-02-10,86,2025-02-23,Confirmed
1274,18,89,2025-11-04,201,2025-11-12,Delivered
1275,7,24,2026-06-18,150,2026-07-02,Pending
1276,12,43,2024-08-19,72,2024-08-29,Confirmed
1277,18,93,2025-08-22,210,2025-08-26,Cancelled
1278,3,121,2025-05-31,173,2025-06-08,Pending
1279,2,28,2026-03-31,195,2026-04-15,Pending
1280,6,10,2024-07-20,182,2024-07-22,Shipped
1281,7,7,2026-04-07,248,2026-04-14,Cancelled
1282,7,103,2025-12-05,268,2025-12-07,Cancelled
1283,3,71,2025-02-02,94,2025-02-08,Delivered
1284,17,141,2025-09-30,125,2025-10-06,Cancelled
1285,4,117,2025-07-24,95,2025-08-06,Delivered
1286,4,65,2026-04-07,254,2026-04-14,Pending
1287,5,148,2024-10-29,75,2024-11-05,Shipped
1288,11,112,2025-10-05,276,2025-10-13,Confirmed
1289,18,82,2026-05-26,78,2026-06-02,Confirmed
1290,3,146,2025-01-18,54,2025-01-30,Cancelled
1291,12,49,2025-09-03,58,2025-09-05,Shipped
1292,19,113,2025-01-10,289,2025-01-21,Pending
1293,6,90,2024-08-19,285,2024-08-31,Confirmed
1294,16,116,2026-07-04,140,2026-07-19,Delivered
1295,14,96,2026-03-08,130,2026-03-23,Confirmed
1296,12,140,2025-03-27,105,2025-04-05,Cancelled
1297,9,11,2025-09-20,260,2025-09-28,Shipped
1298,16,124,2025-05-24,219,2025-06-07,Pending
1299,1,34,2025-01-04,224,2025-01-19,Pending
1300,11,26,2025-04-12,57,2025-04-14,Cancelled
1301,14,143,2025-07-31,206,2025-08-02,Shipped
1302,4,131,2025-06-27,192,2025-07-06,Delivered
1303,2,142,2025-09-12,226,2025-09-14,Pending
1304,16,40,2025-06-28,179,2025-07-07,Cancelled
1305,16,62,2025-12-21,53,2025-12-23,Shipped
1306,16,107,2024-09-26,274,2024-10-01,Shipped
1307,15,3,2025-06-12,78,2025-06-26,Shipped
1308,17,132,2024-10-12,213,2024-10-24,Cancelled
1309,9,88,2026-02-20,40,2026-03-01,Cancelled
1310,12,117,2024-08-24,159,2024-09-05,Cancelled
1311,6,72,2026-01-18,216,2026-01-31,Cancelled
1312,13,13,2024-09-03,47,2024-09-18,Confirmed
1313,7,79,2026-06-26,196,2026-07-05,Cancelled
1314,17,134,2025-07-08,43,2025-07-18,Pending
1315,1,37,2025-08-07,249,2025-08-13,Pending
1316,16,83,2026-05-18,160,2026-05-25,Pending
1317,9,141,2025-07-26,84,2025-08-01,Pending
1318,1,87,2025-01-24,186,2025-01-27,Delivered
1319,5,23,2025-02-23,125,2025-03-10,Cancelled
1320,19,126,2025-06-29,273,2025-07-13,Cancelled
1321,1,56,2024-08-25,20,2024-08-29,Pending
1322,11,60,2025-12-31,98,2026-01-10,Confirmed
1323,15,93,2025-03-06,203,2025-03-10,Cancelled
1324,7,49,2025-12-25,182,2025-12-27,Shipped
1325,10,75,2026-04-10,298,2026-04-12,Cancelled
1326,19,113,2026-02-23,37,2026-03-03,Shipped
1327,17,46,2026-04-24,246,2026-04-27,Shipped
1328,1,144,2025-11-23,76,2025-12-03,Shipped
1329,17,76,2024-11-06,35,2024-11-17,Delivered
1330,20,49,2025-06-14,252,2025-06-21,Pending
1331,20,14,2025-04-21,216,2025-04-27,Shipped
1332,13,77,2025-12-11,216,2025-12-17,Cancelled
1333,3,65,2024-10-31,27,2024-11-12,Delivered
1334,16,26,2025-02-08,173,2025-02-19,Pending
1335,12,90,2024-10-05,97,2024-10-12,Cancelled
1336,11,13,2025-01-19,165,2025-02-01,Confirmed
1337,15,5,2025-08-04,165,2025-08-10,Cancelled
1338,18,134,2025-01-29,177,2025-02-12,Confirmed
1339,16,60,2025-12-06,97,2025-12-16,Confirmed
1340,8,102,2025-01-26,254,2025-02-03,Shipped
1341,20,110,2024-11-16,108,2024-11-22,Pending
1342,2,80,2026-05-08,262,2026-05-13,Delivered
1343,16,104,2026-04-25,294,2026-05-05,Cancelled
1344,17,139,2024-11-20,265,2024-11-25,Cancelled
1345,19,64,2026-04-29,61,2026-05-02,Shipped
1346,15,76,2024-10-21,18,2024-10-31,Pending
1347,7,14,2026-06-13,88,2026-06-24,Pending
1348,2,68,2025-10-19,199,2025-10-31,Pending
1349,14,113,2025-11-22,29,2025-12-05,Delivered
1350,3,74,2025-09-06,113,2025-09-18,Delivered
1351,14,39,2026-06-10,35,2026-06-20,Confirmed
1352,10,138,2025-02-12,204,2025-02-23,Delivered
1353,4,64,2025-03-24,113,2025-04-04,Confirmed
1354,14,131,2026-05-30,195,2026-06-06,Confirmed
1355,15,128,2025-07-22,297,2025-07-29,Delivered
1356,4,113,2025-02-15,176,2025-02-22,Delivered
1357,19,28,2026-06-11,11,2026-06-23,Cancelled
1358,17,96,2024-12-01,162,2024-12-06,Pending
1359,8,127,2026-05-19,85,2026-05-21,Shipped
1360,18,143,2024-11-25,239,2024-12-09,Cancelled
1361,3,57,2026-06-15,265,2026-06-29,Cancelled
1362,14,16,2025-08-20,158,2025-09-02,Delivered
1363,14,129,2025-03-29,125,2025-04-01,Cancelled
1364,13,82,2026-05-08,193,2026-05-11,Confirmed
1365,11,95,2024-12-09,25,2024-12-13,Cancelled
1366,5,111,2026-05-31,102,2026-06-04,Confirmed
1367,6,124,2024-12-05,300,2024-12-15,Confirmed
1368,12,34,2025-02-07,287,2025-02-21,Pending
1369,17,80,2024-08-02,21,2024-08-12,Shipped
1370,7,40,2024-08-23,147,2024-08-29,Shipped
1371,19,21,2024-08-06,225,2024-08-20,Confirmed
1372,13,120,2025-11-05,92,2025-11-09,Cancelled
1373,1,95,2024-08-17,5,2024-08-21,Shipped
1374,11,66,2025-12-09,49,2025-12-11,Delivered
1375,12,54,2024-11-07,38,2024-11-11,Confirmed
1376,8,118,2025-09-13,62,2025-09-16,Pending
1377,20,48,2025-04-15,178,2025-04-29,Delivered
1378,16,150,2025-02-21,124,2025-03-06,Cancelled
1379,15,13,2025-08-11,249,2025-08-25,Cancelled
1380,5,90,2025-02-13,281,2025-02-20,Shipped
1381,2,143,2026-03-13,276,2026-03-22,Delivered
1382,19,31,2025-07-02,289,2025-07-05,Shipped
1383,9,146,2024-07-21,191,2024-07-24,Cancelled
1384,1,54,2025-08-28,274,2025-09-07,Shipped
1385,20,53,2026-04-30,174,2026-05-14,Confirmed
1386,1,47,2025-01-17,224,2025-01-19,Cancelled
1387,7,29,2024-09-07,147,2024-09-17,Shipped
1388,1,108,2025-02-21,225,2025-02-24,Confirmed
1389,12,84,2026-03-28,87,2026-04-03,Shipped
1390,1,113,2024-08-11,29,2024-08-18,Shipped
1391,8,20,2025-04-06,47,2025-04-11,Delivered
1392,11,63,2026-06-30,168,2026-07-06,Shipped
1393,4,35,2024-12-12,64,2024-12-16,Pending
1394,16,137,2024-07-23,287,2024-08-01,Confirmed
1395,16,44,2026-04-22,145,2026-05-03,Confirmed
1396,14,69,2026-03-12,295,2026-03-20,Delivered
1397,18,21,2026-01-13,274,2026-01-28,Confirmed
1398,16,140,2026-06-25,17,2026-07-06,Cancelled
1399,2,118,2026-04-06,39,2026-04-14,Delivered
1400,14,67,2025-11-17,13,2025-11-24,Pending
1401,11,46,2026-05-13,64,2026-05-16,Pending
1402,13,22,2025-04-25,63,2025-05-03,Shipped
1403,6,129,2025-03-31,144,2025-04-03,Shipped
1404,19,116,2025-07-12,295,2025-07-26,Confirmed
1405,20,101,2026-07-04,147,2026-07-14,Pending
1406,11,30,2025-10-16,59,2025-10-28,Pending
1407,2,110,2024-07-26,174,2024-08-09,Shipped
1408,10,124,2025-03-13,289,2025-03-28,Confirmed
1409,10,47,2025-06-23,13,2025-07-02,Pending
1410,17,79,2025-08-28,75,2025-09-03,Confirmed
1411,10,140,2025-12-05,42,2025-12-08,Delivered
1412,13,72,2026-06-12,163,2026-06-15,Cancelled
1413,4,72,2025-11-30,168,2025-12-07,Pending
1414,17,71,2026-05-12,252,2026-05-17,Shipped
1415,13,72,2025-04-10,45,2025-04-20,Pending
1416,6,113,2026-06-05,90,2026-06-12,Pending
1417,13,23,2025-08-24,66,2025-09-06,Delivered
1418,5,75,2025-01-24,24,2025-02-06,Pending
1419,13,86,2025-06-03,12,2025-06-12,Cancelled
1420,3,94,2026-06-07,38,2026-06-17,Pending
1421,14,102,2024-07-16,254,2024-07-24,Pending
1422,8,141,2025-02-11,180,2025-02-14,Pending
1423,10,121,2025-12-28,270,2025-12-30,Delivered
1424,4,5,2024-11-29,216,2024-12-04,Pending
1425,13,114,2026-06-23,74,2026-07-03,Shipped
1426,18,59,2024-10-05,100,2024-10-11,Confirmed
1427,11,44,2025-12-10,16,2025-12-17,Cancelled
1428,12,23,2025-03-14,270,2025-03-18,Cancelled
1429,8,75,2025-12-04,271,2025-12-08,Shipped
1430,4,46,2026-05-12,204,2026-05-15,Shipped
1431,16,100,2026-04-24,13,2026-05-06,Pending
1432,3,60,2024-11-10,248,2024-11-16,Pending
1433,2,124,2025-11-07,297,2025-11-17,Delivered
1434,10,16,2026-04-07,31,2026-04-13,Confirmed
1435,12,35,2024-10-31,64,2024-11-03,Pending
1436,17,23,2026-02-03,248,2026-02-05,Confirmed
1437,16,79,2025-06-03,214,2025-06-06,Cancelled
1438,17,73,2025-11-10,281,2025-11-23,Cancelled
1439,7,6,2026-06-04,49,2026-06-07,Shipped
1440,7,130,2025-10-28,40,2025-11-10,Cancelled
1441,16,142,2025-07-12,91,2025-07-26,Confirmed
1442,6,88,2025-12-12,27,2025-12-23,Pending
1443,9,129,2026-03-31,27,2026-04-06,Confirmed
1444,1,120,2025-07-25,268,2025-08-09,Shipped
1445,10,118,2024-12-10,219,2024-12-12,Delivered
1446,16,133,2024-09-14,198,2024-09-18,Pending
1447,6,65,2025-04-17,55,2025-04-20,Shipped
1448,17,65,2024-08-23,27,2024-08-26,Pending
1449,18,42,2026-02-26,53,2026-03-04,Pending
1450,11,4,2025-10-09,198,2025-10-12,Cancelled
1451,10,59,2025-10-28,63,2025-11-08,Delivered
1452,16,51,2026-01-19,46,2026-01-25,Pending
1453,4,68,2025-03-13,22,2025-03-17,Confirmed
1454,15,119,2024-11-21,67,2024-12-02,Cancelled
1455,4,52,2025-10-09,192,2025-10-22,Delivered
1456,8,88,2024-12-12,209,2024-12-19,Shipped
1457,16,123,2025-04-09,71,2025-04-23,Pending
1458,16,12,2025-06-27,210,2025-07-03,Pending
1459,15,55,2024-09-22,226,2024-10-07,Shipped
1460,8,91,2025-09-06,249,2025-09-17,Confirmed
1461,1,67,2025-06-15,65,2025-06-18,Cancelled
1462,17,89,2025-11-20,18,2025-11-22,Pending
1463,18,86,2025-01-14,38,2025-01-26,Confirmed
1464,5,41,2024-10-17,105,2024-10-30,Confirmed
1465,9,131,2024-12-07,193,2024-12-22,Delivered
1466,8,150,2024-11-15,243,2024-11-25,Delivered
1467,10,104,2025-09-01,15,2025-09-15,Pending
1468,17,149,2026-01-04,181,2026-01-14,Confirmed
1469,1,96,2026-03-30,174,2026-04-04,Confirmed
1470,5,99,2025-07-05,78,2025-07-13,Delivered
1471,7,42,2025-10-18,66,2025-11-01,Delivered
1472,7,141,2026-05-08,59,2026-05-18,Cancelled
1473,18,88,2025-09-03,72,2025-09-11,Shipped
1474,18,32,2024-10-07,28,2024-10-15,Confirmed
1475,4,69,2025-08-31,41,2025-09-02,Delivered
1476,20,67,2025-11-27,52,2025-12-10,Shipped
1477,19,93,2026-05-19,212,2026-05-31,Pending
1478,8,37,2024-10-12,276,2024-10-14,Cancelled
1479,13,143,2025-04-19,160,2025-05-03,Cancelled
1480,5,69,2024-11-03,137,2024-11-17,Confirmed
1481,9,52,2026-06-24,101,2026-06-26,Shipped
1482,16,140,2024-10-12,241,2024-10-25,Cancelled
1483,3,53,2025-06-29,43,2025-07-03,Delivered
1484,3,43,2025-03-31,96,2025-04-05,Pending
1485,11,115,2024-10-14,94,2024-10-27,Shipped
1486,10,44,2024-11-10,50,2024-11-14,Shipped
1487,12,32,2026-04-10,141,2026-04-24,Pending
1488,10,117,2025-02-23,126,2025-03-05,Shipped
1489,13,148,2025-12-04,12,2025-12-08,Pending
1490,12,116,2025-11-01,151,2025-11-14,Shipped
1491,19,80,2025-09-10,129,2025-09-19,Cancelled
1492,10,47,2026-04-01,240,2026-04-13,Confirmed
1493,14,95,2025-11-25,278,2025-12-02,Pending
1494,6,41,2025-05-29,151,2025-06-03,Pending
1495,12,133,2025-08-31,198,2025-09-05,Shipped
1496,19,30,2025-07-16,57,2025-07-23,Confirmed
1497,11,51,2025-01-04,96,2025-01-07,Cancelled
1498,1,69,2025-09-12,268,2025-09-16,Pending
1499,7,136,2025-08-09,297,2025-08-11,Pending
1500,4,17,2025-11-08,160,2025-11-15,Pending
1501,20,53,2025-03-26,138,2025-04-10,Cancelled
1502,15,86,2024-12-15,75,2024-12-24,Shipped
1503,8,39,2024-10-04,189,2024-10-12,Cancelled
1504,17,100,2025-10-05,139,2025-10-19,Shipped
1505,2,145,2025-08-31,125,2025-09-15,Delivered
1506,20,31,2024-10-13,162,2024-10-20,Cancelled
1507,3,80,2025-07-02,188,2025-07-15,Cancelled
1508,20,75,2024-12-17,267,2024-12-23,Shipped
1509,6,41,2025-03-14,235,2025-03-28,Pending
1510,2,136,2024-08-20,151,2024-08-22,Cancelled
1511,18,141,2024-09-22,52,2024-10-03,Delivered
1512,6,133,2025-11-20,202,2025-12-04,Pending
1513,11,139,2025-08-18,14,2025-09-01,Shipped
1514,6,116,2026-06-05,240,2026-06-14,Cancelled
1515,13,133,2025-08-05,30,2025-08-07,Cancelled
1516,3,51,2025-08-08,255,2025-08-18,Delivered
1517,11,105,2025-08-21,245,2025-09-02,Confirmed
1518,6,47,2025-10-05,279,2025-10-08,Cancelled
1519,11,93,2024-08-13,100,2024-08-28,Shipped
1520,1,117,2025-11-10,234,2025-11-15,Cancelled
1521,13,59,2024-12-16,300,2024-12-30,Delivered
1522,16,62,2026-02-10,227,2026-02-12,Pending
1523,16,114,2026-03-24,59,2026-03-30,Pending
1524,20,16,2025-02-06,43,2025-02-19,Pending
1525,3,148,2025-12-01,161,2025-12-05,Cancelled
1526,12,84,2026-05-27,103,2026-06-01,Confirmed
1527,11,36,2024-09-30,15,2024-10-04,Shipped
1528,17,9,2026-01-20,89,2026-02-02,Cancelled
1529,8,104,2025-05-25,126,2025-06-02,Pending
1530,5,13,2026-06-06,222,2026-06-16,Cancelled
1531,10,103,2024-10-04,138,2024-10-09,Pending
1532,14,16,2025-09-29,10,2025-10-13,Confirmed
1533,11,76,2024-11-09,281,2024-11-14,Cancelled
1534,8,114,2025-01-06,144,2025-01-14,Shipped
1535,17,58,2026-07-03,245,2026-07-17,Shipped
1536,3,132,2025-11-09,211,2025-11-18,Delivered
1537,8,130,2025-11-15,287,2025-11-20,Delivered
1538,13,70,2024-11-08,74,2024-11-14,Cancelled
1539,1,10,2024-08-08,151,2024-08-20,Pending
1540,12,54,2025-08-15,57,2025-08-21,Pending
1541,19,82,2026-05-23,70,2026-05-28,Shipped
1542,2,138,2024-08-26,204,2024-09-07,Cancelled
1543,17,77,2026-01-29,81,2026-02-10,Delivered
1544,8,32,2025-06-21,5,2025-07-03,Delivered
1545,8,11,2024-07-23,27,2024-08-04,Delivered
1546,14,131,2025-10-05,110,2025-10-17,Confirmed
1547,2,68,2026-06-13,262,2026-06-27,Shipped
1548,10,55,2025-08-14,61,2025-08-29,Pending
1549,18,150,2025-01-24,38,2025-02-02,Delivered
1550,18,141,2025-12-02,154,2025-12-08,Confirmed
1551,15,146,2025-09-21,272,2025-09-26,Cancelled
1552,20,17,2025-07-06,41,2025-07-16,Delivered
1553,8,42,2025-05-05,212,2025-05-13,Shipped
1554,18,13,2025-08-11,185,2025-08-26,Shipped
1555,3,42,2025-01-14,181,2025-01-22,Delivered
1556,5,35,2025-12-25,87,2026-01-02,Delivered
1557,2,100,2026-05-02,288,2026-05-17,Pending
1558,8,87,2025-03-11,158,2025-03-23,Delivered
1559,9,72,2024-08-31,22,2024-09-08,Cancelled
1560,13,32,2025-08-28,258,2025-09-11,Pending
1561,16,45,2024-11-20,147,2024-11-30,Shipped
1562,4,116,2026-05-06,117,2026-05-14,Confirmed
1563,7,17,2026-04-20,81,2026-04-22,Pending
1564,20,51,2024-08-27,36,2024-09-06,Shipped
1565,2,99,2025-01-05,17,2025-01-09,Shipped
1566,10,57,2025-03-21,150,2025-03-30,Cancelled
1567,7,127,2026-02-24,76,2026-03-03,Cancelled
1568,9,111,2025-10-09,13,2025-10-15,Delivered
1569,13,23,2024-09-02,216,2024-09-09,Confirmed
1570,13,69,2026-06-26,246,2026-07-08,Shipped
1571,14,82,2025-07-14,156,2025-07-21,Cancelled
1572,18,52,2025-07-24,237,2025-07-31,Pending
1573,20,24,2026-06-01,170,2026-06-16,Shipped
1574,9,110,2024-08-29,297,2024-09-05,Cancelled
1575,16,5,2025-05-23,45,2025-06-05,Shipped
1576,17,92,2026-01-10,7,2026-01-18,Pending
1577,13,39,2025-01-25,156,2025-02-05,Shipped
1578,17,10,2025-04-08,166,2025-04-17,Confirmed
1579,11,45,2025-07-23,298,2025-08-02,Pending
1580,16,144,2026-01-30,105,2026-02-12,Pending
1581,1,141,2026-03-27,184,2026-04-07,Delivered
1582,10,27,2024-09-11,165,2024-09-26,Confirmed
1583,16,110,2026-03-19,40,2026-03-30,Shipped
1584,7,146,2026-04-17,69,2026-05-02,Delivered
1585,4,103,2026-04-06,129,2026-04-13,Cancelled
1586,2,100,2026-03-08,270,2026-03-11,Pending
1587,18,50,2026-01-21,132,2026-01-27,Pending
1588,10,20,2026-06-06,13,2026-06-13,Shipped
1589,1,106,2025-11-14,157,2025-11-22,Delivered
1590,5,13,2026-05-13,147,2026-05-23,Confirmed
1591,12,112,2026-05-30,95,2026-06-08,Delivered
1592,18,88,2025-11-04,245,2025-11-16,Pending
1593,7,48,2024-07-19,37,2024-07-22,Pending
1594,10,88,2025-03-08,38,2025-03-12,Pending
1595,17,1,2024-09-02,221,2024-09-14,Shipped
1596,1,84,2025-10-03,190,2025-10-05,Cancelled
1597,1,3,2024-09-29,139,2024-10-09,Confirmed
1598,9,22,2024-12-18,247,2024-12-28,Pending
1599,12,81,2025-02-24,234,2025-03-08,Shipped
1600,19,33,2026-07-12,87,2026-07-17,Delivered
1601,13,71,2024-08-12,92,2024-08-24,Delivered
1602,13,67,2025-04-25,65,2025-04-30,Pending
1603,2,52,2024-09-23,81,2024-10-08,Delivered
1604,9,88,2026-06-14,126,2026-06-25,Confirmed
1605,15,31,2024-09-10,126,2024-09-23,Confirmed
1606,19,44,2025-10-25,167,2025-11-03,Shipped
1607,18,133,2025-10-25,42,2025-11-09,Pending
1608,14,67,2026-05-01,38,2026-05-06,Pending
1609,16,92,2026-06-02,188,2026-06-09,Delivered
1610,3,87,2025-03-05,76,2025-03-08,Cancelled
1611,6,70,2026-07-12,36,2026-07-22,Pending
1612,6,52,2024-09-24,23,2024-09-28,Shipped
1613,6,82,2025-03-23,23,2025-04-03,Pending
1614,10,54,2025-12-08,122,2025-12-13,Confirmed
1615,17,133,2026-06-02,140,2026-06-10,Pending
1616,5,142,2024-09-26,230,2024-10-03,Pending
1617,9,71,2026-06-15,262,2026-06-18,Shipped
1618,12,46,2026-07-02,254,2026-07-13,Delivered
1619,14,15,2025-07-08,212,2025-07-17,Delivered
1620,9,50,2026-03-11,287,2026-03-21,Pending
1621,3,29,2025-03-23,200,2025-04-05,Shipped
1622,18,123,2026-02-06,211,2026-02-08,Shipped
1623,13,81,2024-10-20,242,2024-10-28,Confirmed
1624,11,92,2025-12-22,179,2025-12-27,Pending
1625,4,144,2025-09-04,166,2025-09-06,Delivered
1626,3,121,2026-02-14,234,2026-02-28,Delivered
1627,16,95,2026-01-20,117,2026-01-28,Delivered
1628,1,32,2024-08-01,266,2024-08-13,Cancelled
1629,9,45,2026-03-26,268,2026-04-01,Delivered
1630,19,68,2024-09-26,272,2024-10-10,Pending
1631,19,150,2025-10-30,59,2025-11-14,Delivered
1632,9,95,2024-07-15,78,2024-07-26,Shipped
1633,8,69,2025-04-09,210,2025-04-21,Cancelled
1634,2,15,2024-10-29,197,2024-11-12,Shipped
1635,5,42,2024-12-13,43,2024-12-25,Confirmed
1636,2,77,2024-08-23,82,2024-08-25,Delivered
1637,15,97,2025-07-19,59,2025-07-31,Shipped
1638,20,62,2026-02-07,232,2026-02-09,Pending
1639,3,58,2024-12-08,34,2024-12-22,Pending
1640,11,10,2024-11-22,66,2024-11-27,Shipped
1641,5,14,2026-04-26,73,2026-05-06,Pending
1642,17,28,2026-02-02,285,2026-02-12,Confirmed
1643,19,33,2024-11-27,242,2024-11-30,Confirmed
1644,19,97,2026-04-26,79,2026-05-07,Pending
1645,17,99,2025-11-18,152,2025-11-20,Shipped
1646,1,4,2025-03-10,82,2025-03-25,Confirmed
1647,16,109,2025-11-04,237,2025-11-12,Confirmed
1648,9,10,2025-06-29,73,2025-07-08,Confirmed
1649,12,8,2024-07-31,51,2024-08-13,Cancelled
1650,14,11,2026-06-25,128,2026-06-29,Delivered
1651,1,107,2024-08-14,215,2024-08-20,Shipped
1652,5,45,2024-09-20,76,2024-10-04,Delivered
1653,15,145,2025-04-14,211,2025-04-18,Pending
1654,2,113,2026-05-06,216,2026-05-16,Pending
1655,9,21,2025-07-09,148,2025-07-18,Cancelled
1656,9,86,2025-09-17,131,2025-09-25,Pending
1657,11,149,2025-02-16,259,2025-02-19,Confirmed
1658,12,61,2025-02-23,36,2025-02-25,Shipped
1659,7,32,2025-03-25,26,2025-04-09,Delivered
1660,9,91,2025-01-12,148,2025-01-25,Pending
1661,14,141,2024-08-04,87,2024-08-08,Confirmed
1662,7,48,2025-04-19,152,2025-04-28,Cancelled
1663,11,133,2024-11-10,26,2024-11-22,Delivered
1664,17,48,2025-01-12,85,2025-01-26,Delivered
1665,15,26,2026-04-12,230,2026-04-21,Pending
1666,1,70,2025-04-16,183,2025-04-22,Delivered
1667,16,45,2024-08-18,178,2024-09-01,Pending
1668,10,70,2025-02-26,106,2025-03-06,Shipped
1669,2,130,2024-12-21,115,2025-01-02,Shipped
1670,3,51,2024-12-22,152,2024-12-24,Delivered
1671,7,119,2025-11-20,71,2025-11-24,Delivered
1672,11,114,2026-06-28,203,2026-07-01,Delivered
1673,7,62,2025-05-23,130,2025-06-05,Delivered
1674,18,31,2026-01-31,256,2026-02-07,Delivered
1675,9,112,2025-10-13,104,2025-10-21,Pending
1676,10,72,2025-05-07,61,2025-05-19,Shipped
1677,14,104,2026-03-28,259,2026-03-30,Delivered
1678,20,9,2025-06-01,246,2025-06-05,Cancelled
1679,4,132,2025-12-21,126,2025-12-28,Confirmed
1680,7,122,2025-07-24,272,2025-07-27,Cancelled
1681,16,14,2024-10-21,290,2024-10-31,Pending
1682,12,15,2025-05-09,67,2025-05-16,Delivered
1683,5,140,2026-01-29,248,2026-02-08,Shipped
1684,13,67,2025-09-20,267,2025-10-01,Confirmed
1685,18,40,2024-09-30,153,2024-10-10,Confirmed
1686,20,39,2025-03-07,243,2025-03-11,Delivered
1687,16,83,2024-12-05,178,2024-12-11,Shipped
1688,8,96,2024-11-20,178,2024-11-22,Cancelled
1689,13,35,2025-09-05,174,2025-09-10,Shipped
1690,19,50,2025-07-30,129,2025-08-05,Delivered
1691,6,31,2024-07-16,265,2024-07-27,Pending
1692,20,105,2024-12-17,263,2024-12-27,Cancelled
1693,15,75,2024-07-16,300,2024-07-28,Shipped
1694,15,23,2025-01-29,300,2025-01-31,Delivered
1695,6,6,2025-08-11,220,2025-08-17,Cancelled
1696,10,10,2026-02-12,236,2026-02-15,Confirmed
1697,10,148,2024-08-28,29,2024-09-10,Cancelled
1698,9,99,2025-11-08,254,2025-11-17,Cancelled
1699,5,31,2024-07-17,124,2024-07-26,Confirmed
1700,11,132,2026-07-01,153,2026-07-15,Cancelled
1701,1,4,2024-09-01,265,2024-09-14,Pending
1702,7,91,2025-06-19,7,2025-06-23,Shipped
1703,9,129,2024-07-26,217,2024-07-29,Pending
1704,17,73,2024-12-20,132,2024-12-30,Pending
1705,9,4,2025-11-26,273,2025-12-06,Pending
1706,16,141,2025-12-04,155,2025-12-09,Shipped
1707,10,31,2025-04-09,258,2025-04-24,Cancelled
1708,17,23,2026-03-20,9,2026-04-01,Pending
1709,11,124,2025-07-07,82,2025-07-11,Confirmed
1710,19,60,2024-09-12,78,2024-09-19,Shipped
1711,1,136,2026-05-07,129,2026-05-19,Delivered
1712,18,22,2026-06-08,280,2026-06-21,Confirmed
1713,15,72,2026-04-19,178,2026-04-29,Cancelled
1714,18,104,2024-12-07,126,2024-12-09,Cancelled
1715,19,68,2026-06-14,214,2026-06-16,Pending
1716,19,10,2026-01-12,11,2026-01-15,Cancelled
1717,12,78,2025-07-18,81,2025-08-02,Shipped
1718,13,138,2025-11-27,170,2025-12-10,Delivered
1719,8,107,2024-11-24,57,2024-12-06,Cancelled
1720,10,101,2026-03-09,256,2026-03-20,Confirmed
1721,7,59,2026-05-15,137,2026-05-19,Confirmed
1722,4,62,2025-06-23,22,2025-06-30,Delivered
1723,10,142,2025-03-18,271,2025-04-01,Shipped
1724,3,72,2025-09-18,58,2025-09-24,Delivered
1725,8,146,2025-09-30,260,2025-10-13,Shipped
1726,9,4,2025-04-20,118,2025-05-03,Pending
1727,12,114,2025-09-07,209,2025-09-12,Cancelled
1728,18,47,2025-09-16,191,2025-09-19,Cancelled
1729,3,94,2024-09-29,128,2024-10-05,Pending
1730,14,135,2025-08-21,290,2025-08-23,Confirmed
1731,6,139,2024-09-06,121,2024-09-12,Delivered
1732,15,29,2024-10-14,89,2024-10-21,Delivered
1733,1,90,2025-07-28,238,2025-08-07,Delivered
1734,2,104,2025-05-22,151,2025-05-27,Shipped
1735,13,51,2025-12-02,68,2025-12-17,Cancelled
1736,18,27,2026-05-02,7,2026-05-09,Delivered
1737,10,56,2025-06-24,271,2025-06-29,Pending
1738,17,98,2024-10-10,64,2024-10-23,Shipped
1739,12,46,2026-01-01,280,2026-01-15,Confirmed
1740,1,63,2026-03-09,251,2026-03-18,Confirmed
1741,2,125,2025-03-26,31,2025-04-03,Delivered
1742,7,108,2025-03-20,274,2025-04-01,Cancelled
1743,10,8,2025-04-26,29,2025-05-04,Confirmed
1744,20,95,2025-04-08,201,2025-04-21,Pending
1745,17,148,2025-11-27,289,2025-12-11,Confirmed
1746,18,43,2025-04-11,179,2025-04-25,Delivered
1747,14,70,2025-04-26,219,2025-05-11,Pending
1748,9,141,2024-12-14,128,2024-12-22,Delivered
1749,13,6,2026-06-01,152,2026-06-04,Delivered
1750,7,93,2024-09-10,167,2024-09-20,Confirmed
1751,11,98,2026-03-06,166,2026-03-12,Shipped
1752,14,137,2025-08-20,246,2025-08-26,Confirmed
1753,16,52,2024-09-16,126,2024-09-28,Cancelled
1754,5,149,2025-05-04,141,2025-05-10,Shipped
1755,9,120,2026-05-26,114,2026-06-09,Cancelled
1756,13,54,2025-03-22,27,2025-03-27,Delivered
1757,14,93,2024-11-01,6,2024-11-08,Cancelled
1758,19,50,2026-03-02,70,2026-03-08,Cancelled
1759,15,92,2025-09-07,292,2025-09-10,Confirmed
1760,4,70,2026-02-25,116,2026-03-06,Shipped
1761,13,46,2026-03-14,278,2026-03-18,Delivered
1762,7,93,2025-02-20,182,2025-03-03,Cancelled
1763,11,80,2025-10-20,126,2025-10-26,Cancelled
