shipment_id,supplier_id,product_id,shipment_date,expected_arrival,actual_arrival,shipment_quantity,shipment_status,product_name,category,unit_price,product_supplier_id,supplier_name,city,lead_time,rating,inventory_id,warehouse,stock_quantity,last_updated,disruption_id,disruption_type,severity,description,reported_date,decision_id,recommended_action,action_taken,decision_date,outcome_id,outcome_status,delay_days,cost_change,remarks,lead_time_category,cost_impact,delivery_delay,supplier_avg_delay,shipment_month,shipment_year,shipment_quarter,shipment_weekday,is_delayed,delay_category,high_severity,large_shipment,inventory_status,shipment_value
965,10,8,2025-01-10,2025-01-13,2025-01-17,475,Delayed,Voluptatem Product,Furniture,3535.61,12,"Mitter, Srinivasan and Dixit",Shimoga,1.81,3.9,8,Chennai Warehouse,686,2026-07-07,,,,,,,,,,,,,,,Fast,No Cost,4,1.8480392156862746,January,2025,1,Friday,1,Major Delay,0,1,High,1679414.75
966,8,131,2025-08-04,2025-08-10,2025-08-08,137,Delivered,Nesciunt Product,Furniture,3585.42,1,Hans-Bir,Siliguri,2.43,4.68,131,Hyderabad Warehouse,157,2026-06-24,,,,,,,,,,,,,,,Fast,No Cost,-2,1.5902439024390245,August,2025,3,Monday,0,On Time,0,0,Medium,491202.54000000004
967,12,60,2026-05-14,2026-05-17,2026-05-20,369,In Transit,Ipsa Product,Furniture,2536.82,19,Thakur and Sons,Kanpur,5.83,3.5,60,Bangalore Warehouse,753,2026-07-14,433.0,Transport Strike,Low,Minima fuga earum assumenda vitae.,2025-10-03,433.0,Switch Supplier,Rejected,2025-12-19,433.0,Resolved,8.0,-1081.13,Issue resolved successfully,Average,Low,3,1.5613207547169812,May,2026,2,Thursday,1,Minor Delay,0,1,High,936086.5800000001
968,13,118,2025-10-29,2025-11-04,2025-11-07,290,Cancelled,Harum Product,Automotive,2602.93,16,"Borah, Gill and Varma",Dehri,6.15,3.78,118,Bangalore Warehouse,482,2026-06-18,,,,,,,,,,,,,,,Average,No Cost,3,1.5668449197860963,October,2025,4,Wednesday,1,Minor Delay,0,1,High,754849.7
969,18,143,2024-11-02,2024-11-08,2024-11-06,191,Delivered,Exercitationem Product,Furniture,2333.4,6,Raju and Sons,Etawah,3.81,4.27,143,Hyderabad Warehouse,191,2026-07-12,,,,,,,,,,,,,,,Fast,No Cost,-2,1.9109947643979057,November,2024,4,Saturday,0,On Time,0,0,Medium,445679.4
970,14,116,2025-01-19,2025-01-22,2025-01-25,177,Delivered,Architecto Product,Groceries,763.04,10,"Bahri, Dugar and Ratti",Kottayam,8.09,4.85,116,Bangalore Warehouse,102,2026-07-04,,,,,,,,,,,,,,,Average,No Cost,3,1.6612021857923498,January,2025,1,Sunday,1,Minor Delay,0,0,Medium,135058.08
971,15,83,2024-12-20,2024-12-30,2024-12-31,190,In Transit,Deserunt Product,Automotive,990.39,6,Sastry and Sons,Haldia,5.45,4.34,83,Delhi Warehouse,294,2026-07-15,,,,,,,,,,,,,,,Average,No Cost,1,1.4691943127962086,December,2024,4,Friday,1,Minor Delay,0,0,Medium,188174.1
972,19,57,2026-07-10,2026-07-15,2026-07-17,279,Delivered,Distinctio Product,Automotive,863.84,19,"Nagar, Hari and Chada",Munger,9.42,4.61,57,Hyderabad Warehouse,848,2026-06-28,,,,,,,,,,,,,,,Average,No Cost,2,1.51131221719457,July,2026,3,Friday,1,Minor Delay,0,1,High,241011.36000000002
973,8,140,2024-09-22,2024-09-28,2024-09-30,441,Cancelled,Recusandae Product,Groceries,2705.55,15,Hans-Bir,Siliguri,2.43,4.68,140,Hyderabad Warehouse,927,2026-06-18,,,,,,,,,,,,,,,Fast,No Cost,2,1.5902439024390245,September,2024,3,Sunday,1,Minor Delay,0,1,High,1193147.55
974,8,38,2024-07-16,2024-07-19,2024-07-20,199,Cancelled,Laborum Product,Groceries,3934.86,13,Hans-Bir,Siliguri,2.43,4.68,38,Mumbai Warehouse,317,2026-07-03,,,,,,,,,,,,,,,Fast,No Cost,1,1.5902439024390245,July,2024,3,Tuesday,1,Minor Delay,0,0,High,783037.14
975,1,50,2024-09-03,2024-09-09,2024-09-10,454,Delivered,Quae Product,Automotive,939.97,7,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,50,Chennai Warehouse,576,2026-07-06,230.0,Machine Failure,Low,Tempora earum accusantium eos dolore dolores sunt.,2026-03-24,230.0,Switch Supplier,Implemented,2025-10-20,230.0,Resolved,11.0,12186.74,Issue resolved successfully,Average,High,1,1.427027027027027,September,2024,3,Tuesday,1,Minor Delay,0,1,High,426746.38
976,9,70,2025-08-30,2025-09-01,2025-09-06,109,Delayed,Excepturi Product,Automotive,4641.9,16,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,70,Bangalore Warehouse,802,2026-06-20,553.0,Machine Failure,High,Dolores magnam commodi impedit dolore numquam aliquid.,2026-05-21,553.0,Increase Safety Stock,Approved,2026-07-08,553.0,Failed,13.0,1149.68,Cost increased,Average,Low,5,1.3277310924369747,August,2025,3,Saturday,1,Major Delay,1,0,High,505967.1
977,1,55,2026-05-28,2026-06-04,2026-06-09,213,Delayed,Odio Product,Furniture,4563.23,5,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,55,Bangalore Warehouse,422,2026-07-01,,,,,,,,,,,,,,,Average,No Cost,5,1.427027027027027,May,2026,2,Thursday,1,Major Delay,0,0,High,971967.9899999999
978,8,51,2024-10-05,2024-10-11,2024-10-14,158,In Transit,Corrupti Product,Medical,1864.29,15,Hans-Bir,Siliguri,2.43,4.68,51,Chennai Warehouse,926,2026-07-02,1.0,Supplier Delay,Low,Sapiente laudantium tempore tenetur deleniti doloremque.,2026-04-19,1.0,Switch Supplier,Rejected,2025-11-21,1.0,Resolved,2.0,3476.99,Issue resolved successfully,Fast,Medium,3,1.5902439024390245,October,2024,4,Saturday,1,Minor Delay,0,0,High,294557.82
979,14,108,2026-01-04,2026-01-08,2026-01-09,426,Delayed,Debitis Product,Automotive,3133.95,9,"Bahri, Dugar and Ratti",Kottayam,8.09,4.85,108,Hyderabad Warehouse,767,2026-07-07,138.0,Port Congestion,Low,Veritatis iure quia odit itaque hic similique iusto.,2026-05-13,138.0,Expedite Shipment,Implemented,2025-09-04,138.0,Resolved,5.0,-3614.23,Issue resolved successfully,Average,Low,1,1.6612021857923498,January,2026,1,Sunday,1,Minor Delay,0,1,High,1335062.7
980,2,55,2024-10-10,2024-10-15,2024-10-14,380,In Transit,Odio Product,Furniture,4563.23,5,Gour Ltd,Bhilwara,8.05,3.83,55,Bangalore Warehouse,422,2026-07-01,,,,,,,,,,,,,,,Average,No Cost,-1,1.4691943127962086,October,2024,4,Thursday,0,On Time,0,1,High,1734027.4
981,13,18,2025-01-18,2025-01-27,2025-02-01,198,Delayed,Commodi Product,Electronics,2870.64,11,"Borah, Gill and Varma",Dehri,6.15,3.78,18,Mumbai Warehouse,611,2026-06-21,,,,,,,,,,,,,,,Average,No Cost,5,1.5668449197860963,January,2025,1,Saturday,1,Major Delay,0,0,High,568386.72
982,20,81,2025-07-27,2025-08-04,2025-08-07,160,Delivered,Voluptatibus Product,Automotive,1958.75,1,Chakraborty-Sengupta,Malda,5.0,3.56,81,Chennai Warehouse,875,2026-06-17,,,,,,,,,,,,,,,Fast,No Cost,3,1.3526570048309179,July,2025,3,Sunday,1,Minor Delay,0,0,High,313400.0
983,6,101,2025-05-31,2025-06-08,2025-06-07,319,Delayed,Delectus Product,Automotive,1333.96,11,Bhavsar-Sampath,Bangalore,2.52,3.72,101,Bangalore Warehouse,654,2026-06-16,,,,,,,,,,,,,,,Fast,No Cost,-1,1.5972222222222223,May,2025,2,Saturday,0,On Time,0,1,High,425533.24
984,16,75,2025-02-02,2025-02-09,2025-02-07,482,Delivered,Recusandae Product,Automotive,4884.77,14,Handa-Manda,Vijayanagaram,8.66,4.77,75,Chennai Warehouse,450,2026-07-07,,,,,,,,,,,,,,,Average,No Cost,-2,1.4335260115606936,February,2025,1,Sunday,0,On Time,0,1,High,2354459.14
985,8,123,2025-11-19,2025-11-22,2025-11-25,132,Delayed,Amet Product,Electronics,2966.03,9,Hans-Bir,Siliguri,2.43,4.68,123,Chennai Warehouse,249,2026-06-23,178.0,Port Congestion,High,Earum blanditiis alias sed maxime.,2025-12-24,178.0,Expedite Shipment,Pending,2026-02-19,178.0,Resolved,13.0,2291.11,Cost increased,Fast,Medium,3,1.5902439024390245,November,2025,4,Wednesday,1,Minor Delay,1,0,Medium,391515.96
986,17,131,2025-05-19,2025-05-21,2025-05-25,476,Delivered,Nesciunt Product,Furniture,3585.42,1,"Sule, Jaggi and Char",Pallavaram,6.39,3.52,131,Hyderabad Warehouse,157,2026-06-24,594.0,Transport Strike,Low,Libero molestiae molestiae nostrum delectus dolor.,2026-03-24,594.0,Switch Supplier,Pending,2025-09-07,594.0,Partially Resolved,7.0,-1122.97,Cost increased,Average,Low,4,1.795,May,2025,2,Monday,1,Major Delay,0,1,Medium,1706659.92
987,17,9,2024-09-08,2024-09-10,2024-09-14,325,Delayed,Alias Product,Groceries,1305.18,16,"Sule, Jaggi and Char",Pallavaram,6.39,3.52,9,Mumbai Warehouse,917,2026-07-04,,,,,,,,,,,,,,,Average,No Cost,4,1.795,September,2024,3,Sunday,1,Major Delay,0,1,High,424183.5
988,15,16,2025-04-24,2025-04-27,2025-04-27,92,Cancelled,Vel Product,Medical,4239.68,2,Sastry and Sons,Haldia,5.45,4.34,16,Hyderabad Warehouse,928,2026-07-01,233.0,Supplier Delay,Medium,Ducimus nobis porro quo accusamus reiciendis sequi eum.,2025-12-19,233.0,Switch Supplier,Pending,2026-05-23,233.0,Failed,15.0,10275.39,Issue resolved successfully,Average,High,0,1.4691943127962086,April,2025,2,Thursday,0,On Time,0,0,High,390050.56000000006
989,11,80,2024-12-08,2024-12-17,2024-12-18,360,Delivered,Corporis Product,Medical,4255.47,15,Banerjee Group,Alappuzha,8.52,4.3,80,Mumbai Warehouse,656,2026-07-08,,,,,,,,,,,,,,,Average,No Cost,1,1.3842592592592593,December,2024,4,Sunday,1,Minor Delay,0,1,High,1531969.2000000002
990,7,57,2025-08-22,2025-08-24,2025-08-22,441,In Transit,Distinctio Product,Automotive,863.84,19,Wali PLC,Khandwa,2.76,4.43,57,Hyderabad Warehouse,848,2026-06-28,168.0,Port Congestion,Low,Accusamus quis sint pariatur quo.,2026-04-12,168.0,Switch Supplier,Implemented,2025-11-24,168.0,Partially Resolved,5.0,-4267.14,Minor delay occurred,Fast,Low,-2,1.4314720812182742,August,2025,3,Friday,0,On Time,0,1,High,380953.44
991,8,32,2025-03-26,2025-04-02,2025-04-07,18,Cancelled,Quis Product,Groceries,4929.24,1,Hans-Bir,Siliguri,2.43,4.68,32,Mumbai Warehouse,715,2026-07-01,,,,,,,,,,,,,,,Fast,No Cost,5,1.5902439024390245,March,2025,1,Wednesday,1,Major Delay,0,0,High,88726.31999999999
992,5,92,2025-10-02,2025-10-08,2025-10-13,366,In Transit,Architecto Product,Furniture,4826.14,10,Chander-Sibal,Kochi,6.81,4.37,92,Mumbai Warehouse,215,2026-07-07,,,,,,,,,,,,,,,Average,No Cost,5,1.7407407407407407,October,2025,4,Thursday,1,Major Delay,0,1,Medium,1766367.2400000002
993,4,77,2025-12-21,2025-12-30,2026-01-03,257,Delayed,Dolorum Product,Clothing,4786.13,4,Rajagopal-Jayaraman,Jalna,1.0,3.51,77,Hyderabad Warehouse,307,2026-07-05,,,,,,,,,,,,,,,Fast,No Cost,4,1.5989304812834224,December,2025,4,Sunday,1,Major Delay,0,1,High,1230035.41
994,4,67,2025-11-28,2025-12-02,2025-12-06,75,Cancelled,Omnis Product,Clothing,1337.97,5,Rajagopal-Jayaraman,Jalna,1.0,3.51,67,Hyderabad Warehouse,994,2026-06-29,,,,,,,,,,,,,,,Fast,No Cost,4,1.5989304812834224,November,2025,4,Friday,1,Major Delay,0,0,High,100347.75
995,11,139,2025-09-16,2025-09-26,2025-09-27,305,Delivered,Vero Product,Furniture,4054.68,9,Banerjee Group,Alappuzha,8.52,4.3,139,Mumbai Warehouse,185,2026-07-15,,,,,,,,,,,,,,,Average,No Cost,1,1.3842592592592593,September,2025,3,Tuesday,1,Minor Delay,0,1,Medium,1236677.4
996,12,147,2024-09-21,2024-09-23,2024-09-28,498,In Transit,Sed Product,Medical,185.14,8,Thakur and Sons,Kanpur,5.83,3.5,147,Chennai Warehouse,280,2026-06-17,518.0,Traffic,Low,Beatae ut nihil.,2026-02-09,518.0,Increase Safety Stock,Approved,2025-08-12,518.0,Pending,0.0,-3450.95,Shipment rerouted,Average,Low,5,1.5613207547169812,September,2024,3,Saturday,1,Major Delay,0,1,Medium,92199.71999999999
997,13,97,2025-03-14,2025-03-19,2025-03-19,349,Delivered,Id Product,Electronics,4003.94,12,"Borah, Gill and Varma",Dehri,6.15,3.78,97,Bangalore Warehouse,353,2026-07-08,,,,,,,,,,,,,,,Average,No Cost,0,1.5668449197860963,March,2025,1,Friday,0,On Time,0,1,High,1397375.06
998,5,77,2026-04-23,2026-04-27,2026-04-25,399,In Transit,Dolorum Product,Clothing,4786.13,4,Chander-Sibal,Kochi,6.81,4.37,77,Hyderabad Warehouse,307,2026-07-05,,,,,,,,,,,,,,,Average,No Cost,-2,1.7407407407407407,April,2026,2,Thursday,0,On Time,0,1,High,1909665.87
999,2,141,2025-01-25,2025-01-27,2025-01-25,420,Cancelled,Provident Product,Automotive,4798.63,6,Gour Ltd,Bhilwara,8.05,3.83,141,Delhi Warehouse,291,2026-07-10,,,,,,,,,,,,,,,Average,No Cost,-2,1.4691943127962086,January,2025,1,Saturday,0,On Time,0,1,Medium,2015424.6
1000,9,126,2024-12-12,2024-12-20,2024-12-22,208,In Transit,Nemo Product,Groceries,3018.63,8,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,126,Chennai Warehouse,306,2026-07-05,,,,,,,,,,,,,,,Average,No Cost,2,1.3277310924369747,December,2024,4,Thursday,1,Minor Delay,0,0,High,627875.04
1001,2,107,2025-08-15,2025-08-21,2025-08-25,293,Delayed,Repudiandae Product,Automotive,609.59,11,Gour Ltd,Bhilwara,8.05,3.83,107,Delhi Warehouse,711,2026-07-01,,,,,,,,,,,,,,,Average,No Cost,4,1.4691943127962086,August,2025,3,Friday,1,Major Delay,0,1,High,178609.87
1002,8,121,2025-07-14,2025-07-19,2025-07-24,94,Delivered,Veniam Product,Furniture,3093.62,19,Hans-Bir,Siliguri,2.43,4.68,121,Bangalore Warehouse,683,2026-06-20,,,,,,,,,,,,,,,Fast,No Cost,5,1.5902439024390245,July,2025,3,Monday,1,Major Delay,0,0,High,290800.27999999997
1003,7,17,2026-04-28,2026-05-03,2026-05-02,10,Cancelled,Veniam Product,Clothing,2682.42,6,Wali PLC,Khandwa,2.76,4.43,17,Bangalore Warehouse,243,2026-07-06,,,,,,,,,,,,,,,Fast,No Cost,-1,1.4314720812182742,April,2026,2,Tuesday,0,On Time,0,0,Medium,26824.2
1004,16,137,2025-01-06,2025-01-16,2025-01-14,108,Delivered,Aliquid Product,Medical,3630.8,13,Handa-Manda,Vijayanagaram,8.66,4.77,137,Delhi Warehouse,82,2026-07-03,,,,,,,,,,,,,,,Average,No Cost,-2,1.4335260115606936,January,2025,1,Monday,0,On Time,0,0,Low,392126.4
1005,5,123,2025-08-16,2025-08-21,2025-08-20,497,Delayed,Amet Product,Electronics,2966.03,9,Chander-Sibal,Kochi,6.81,4.37,123,Chennai Warehouse,249,2026-06-23,,,,,,,,,,,,,,,Average,No Cost,-1,1.7407407407407407,August,2025,3,Saturday,0,On Time,0,1,Medium,1474116.9100000001
1006,12,128,2024-12-04,2024-12-10,2024-12-11,79,Delivered,Non Product,Clothing,4746.22,5,Thakur and Sons,Kanpur,5.83,3.5,128,Hyderabad Warehouse,464,2026-06-23,,,,,,,,,,,,,,,Average,No Cost,1,1.5613207547169812,December,2024,4,Wednesday,1,Minor Delay,0,0,High,374951.38
1007,16,23,2025-11-27,2025-11-29,2025-11-28,400,In Transit,Quibusdam Product,Furniture,2588.22,10,Handa-Manda,Vijayanagaram,8.66,4.77,23,Delhi Warehouse,912,2026-06-19,,,,,,,,,,,,,,,Average,No Cost,-1,1.4335260115606936,November,2025,4,Thursday,0,On Time,0,1,High,1035287.9999999999
1008,15,92,2025-02-27,2025-03-08,2025-03-12,366,Cancelled,Architecto Product,Furniture,4826.14,10,Sastry and Sons,Haldia,5.45,4.34,92,Mumbai Warehouse,215,2026-07-07,,,,,,,,,,,,,,,Average,No Cost,4,1.4691943127962086,February,2025,1,Thursday,1,Major Delay,0,1,Medium,1766367.2400000002
1009,7,57,2025-03-26,2025-04-01,2025-03-31,225,Delayed,Distinctio Product,Automotive,863.84,19,Wali PLC,Khandwa,2.76,4.43,57,Hyderabad Warehouse,848,2026-06-28,216.0,Weather,Low,Perspiciatis asperiores esse suscipit voluptates culpa eligendi.,2025-11-20,216.0,Expedite Shipment,Pending,2026-02-02,216.0,Partially Resolved,9.0,14541.44,Issue resolved successfully,Fast,High,-1,1.4314720812182742,March,2025,1,Wednesday,0,On Time,0,0,High,194364.0
1010,20,116,2025-12-14,2025-12-22,2025-12-26,172,Delivered,Architecto Product,Groceries,763.04,10,Chakraborty-Sengupta,Malda,5.0,3.56,116,Bangalore Warehouse,102,2026-07-04,,,,,,,,,,,,,,,Fast,No Cost,4,1.3526570048309179,December,2025,4,Sunday,1,Major Delay,0,0,Medium,131242.88
1011,9,8,2024-11-14,2024-11-21,2024-11-19,91,Delayed,Voluptatem Product,Furniture,3535.61,12,"Loyal, Varma and Tripathi",Firozabad,9.75,4.64,8,Chennai Warehouse,686,2026-07-07,,,,,,,,,,,,,,,Average,No Cost,-2,1.3277310924369747,November,2024,4,Thursday,0,On Time,0,0,High,321740.51
1012,10,84,2026-06-13,2026-06-17,2026-06-19,399,Delivered,Ab Product,Clothing,1108.56,18,"Mitter, Srinivasan and Dixit",Shimoga,1.81,3.9,84,Bangalore Warehouse,80,2026-06-28,,,,,,,,,,,,,,,Fast,No Cost,2,1.8480392156862746,June,2026,2,Saturday,1,Minor Delay,0,1,Low,442315.44
1013,18,27,2024-11-08,2024-11-18,2024-11-23,357,In Transit,Vero Product,Furniture,4788.07,19,Raju and Sons,Etawah,3.81,4.27,27,Delhi Warehouse,91,2026-07-05,,,,,,,,,,,,,,,Fast,No Cost,5,1.9109947643979057,November,2024,4,Friday,1,Major Delay,0,1,Low,1709340.99
1014,17,19,2026-01-07,2026-01-12,2026-01-12,380,Cancelled,Officia Product,Electronics,667.17,9,"Sule, Jaggi and Char",Pallavaram,6.39,3.52,19,Bangalore Warehouse,273,2026-06-24,,,,,,,,,,,,,,,Average,No Cost,0,1.795,January,2026,1,Wednesday,0,On Time,0,1,Medium,253524.59999999998
1015,15,33,2025-04-22,2025-04-28,2025-04-29,278,Cancelled,Facere Product,Medical,1997.29,4,Sastry and Sons,Haldia,5.45,4.34,33,Delhi Warehouse,549,2026-07-12,,,,,,,,,,,,,,,Average,No Cost,1,1.4691943127962086,April,2025,2,Tuesday,1,Minor Delay,0,1,High,555246.62
1016,19,51,2025-02-11,2025-02-20,2025-02-20,479,Delayed,Corrupti Product,Medical,1864.29,15,"Nagar, Hari and Chada",Munger,9.42,4.61,51,Chennai Warehouse,926,2026-07-02,,,,,,,,,,,,,,,Average,No Cost,0,1.51131221719457,February,2025,1,Tuesday,0,On Time,0,1,High,892994.91
1017,18,120,2024-08-03,2024-08-07,2024-08-10,12,Cancelled,Magnam Product,Electronics,3329.48,19,Raju and Sons,Etawah,3.81,4.27,120,Bangalore Warehouse,996,2026-07-07,,,,,,,,,,,,,,,Fast,No Cost,3,1.9109947643979057,August,2024,3,Saturday,1,Minor Delay,0,0,High,39953.76
1018,18,37,2025-06-26,2025-06-28,2025-07-01,284,Cancelled,Earum Product,Groceries,442.22,11,Raju and Sons,Etawah,3.81,4.27,37,Mumbai Warehouse,198,2026-06-16,,,,,,,,,,,,,,,Fast,No Cost,3,1.9109947643979057,June,2025,2,Thursday,1,Minor Delay,0,1,Medium,125590.48000000001
1019,14,125,2025-09-15,2025-09-18,2025-09-17,158,Delivered,Consectetur Product,Clothing,1221.23,13,"Bahri, Dugar and Ratti",Kottayam,8.09,4.85,125,Chennai Warehouse,72,2026-06-29,,,,,,,,,,,,,,,Average,No Cost,-1,1.6612021857923498,September,2025,3,Monday,0,On Time,0,0,Low,192954.34
1020,14,57,2025-02-20,2025-02-25,2025-02-26,154,Delayed,Distinctio Product,Automotive,863.84,19,"Bahri, Dugar and Ratti",Kottayam,8.09,4.85,57,Hyderabad Warehouse,848,2026-06-28,,,,,,,,,,,,,,,Average,No Cost,1,1.6612021857923498,February,2025,1,Thursday,1,Minor Delay,0,0,High,133031.36000000002
1021,19,116,2026-07-05,2026-07-10,2026-07-14,44,Delivered,Architecto Product,Groceries,763.04,10,"Nagar, Hari and Chada",Munger,9.42,4.61,116,Bangalore Warehouse,102,2026-07-04,,,,,,,,,,,,,,,Average,No Cost,4,1.51131221719457,July,2026,3,Sunday,1,Major Delay,0,0,Medium,33573.759999999995
1022,3,123,2025-08-05,2025-08-11,2025-08-14,230,In Transit,Amet Product,Electronics,2966.03,9,"Balan, Virk and Mangal",Bangalore,3.73,4.49,123,Chennai Warehouse,249,2026-06-23,,,,,,,,,,,,,,,Fast,No Cost,3,1.595,August,2025,3,Tuesday,1,Minor Delay,0,0,Medium,682186.9
1023,3,147,2026-01-08,2026-01-11,2026-01-11,283,Cancelled,Sed Product,Medical,185.14,8,"Balan, Virk and Mangal",Bangalore,3.73,4.49,147,Chennai Warehouse,280,2026-06-17,,,,,,,,,,,,,,,Fast,No Cost,0,1.595,January,2026,1,Thursday,0,On Time,0,1,Medium,52394.619999999995
1024,19,145,2025-11-18,2025-11-24,2025-11-29,498,Delayed,Provident Product,Groceries,3598.65,5,"Nagar, Hari and Chada",Munger,9.42,4.61,145,Bangalore Warehouse,739,2026-06-24,,,,,,,,,,,,,,,Average,No Cost,5,1.51131221719457,November,2025,4,Tuesday,1,Major Delay,0,1,High,1792127.7
1025,3,100,2024-09-18,2024-09-27,2024-09-26,369,Delivered,Fugit Product,Clothing,465.64,12,"Balan, Virk and Mangal",Bangalore,3.73,4.49,100,Bangalore Warehouse,276,2026-06-20,,,,,,,,,,,,,,,Fast,No Cost,-1,1.595,September,2024,3,Wednesday,0,On Time,0,1,Medium,171821.16
1026,10,36,2026-01-28,2026-02-04,2026-02-06,414,Cancelled,Suscipit Product,Electronics,2750.46,10,"Mitter, Srinivasan and Dixit",Shimoga,1.81,3.9,36,Hyderabad Warehouse,271,2026-07-15,,,,,,,,,,,,,,,Fast,No Cost,2,1.8480392156862746,January,2026,1,Wednesday,1,Minor Delay,0,1,Medium,1138690.44
1027,7,149,2024-10-23,2024-11-02,2024-11-03,122,Delivered,Asperiores Product,Groceries,2199.52,9,Wali PLC,Khandwa,2.76,4.43,149,Chennai Warehouse,331,2026-07-13,,,,,,,,,,,,,,,Fast,No Cost,1,1.4314720812182742,October,2024,4,Wednesday,1,Minor Delay,0,0,High,268341.44
1028,2,144,2026-03-24,2026-03-29,2026-03-31,178,Delivered,Ipsam Product,Electronics,744.79,2,Gour Ltd,Bhilwara,8.05,3.83,144,Mumbai Warehouse,720,2026-06-29,,,,,,,,,,,,,,,Average,No Cost,2,1.4691943127962086,March,2026,1,Tuesday,1,Minor Delay,0,0,High,132572.62
1029,17,78,2025-06-10,2025-06-13,2025-06-18,194,In Transit,Quam Product,Clothing,1593.13,4,"Sule, Jaggi and Char",Pallavaram,6.39,3.52,78,Hyderabad Warehouse,637,2026-07-09,,,,,,,,,,,,,,,Average,No Cost,5,1.795,June,2025,2,Tuesday,1,Major Delay,0,0,High,309067.22000000003
1030,8,15,2024-10-24,2024-10-30,2024-11-01,207,Delivered,Dolore Product,Automotive,1024.49,5,Hans-Bir,Siliguri,2.43,4.68,15,Chennai Warehouse,343,2026-07-02,,,,,,,,,,,,,,,Fast,No Cost,2,1.5902439024390245,October,2024,4,Thursday,1,Minor Delay,0,0,High,212069.43
1031,18,7,2025-06-23,2025-07-01,2025-07-05,279,Delivered,Expedita Product,Furniture,1401.54,17,Raju and Sons,Etawah,3.81,4.27,7,Delhi Warehouse,512,2026-06-28,331.0,Traffic,High,Laborum nihil hic corrupti doloribus corporis.,2025-11-09,331.0,Expedite Shipment,Rejected,2026-02-03,331.0,Failed,5.0,13551.74,Supplier changed,Fast,High,4,1.9109947643979057,June,2025,2,Monday,1,Major Delay,1,1,High,391029.66
1032,2,10,2026-02-20,2026-02-27,2026-02-26,282,Delayed,Ratione Product,Medical,834.09,9,Gour Ltd,Bhilwara,8.05,3.83,10,Hyderabad Warehouse,815,2026-07-09,467.0,Supplier Delay,High,Quis reprehenderit ut.,2026-07-03,467.0,Expedite Shipment,Pending,2026-01-27,467.0,Failed,7.0,1124.09,Cost increased,Average,Low,-1,1.4691943127962086,February,2026,1,Friday,0,On Time,1,1,High,235213.38
1033,17,132,2024-09-09,2024-09-16,2024-09-18,68,Cancelled,Quisquam Product,Groceries,1498.72,7,"Sule, Jaggi and Char",Pallavaram,6.39,3.52,132,Mumbai Warehouse,860,2026-07-05,,,,,,,,,,,,,,,Average,No Cost,2,1.795,September,2024,3,Monday,1,Minor Delay,0,0,High,101912.96
1034,12,61,2025-03-28,2025-03-31,2025-04-02,281,Delivered,Eveniet Product,Furniture,3258.29,8,Thakur and Sons,Kanpur,5.83,3.5,61,Mumbai Warehouse,725,2026-06-20,,,,,,,,,,,,,,,Average,No Cost,2,1.5613207547169812,March,2025,1,Friday,1,Minor Delay,0,1,High,915579.49
1035,19,55,2025-07-16,2025-07-24,2025-07-25,222,Delivered,Odio Product,Furniture,4563.23,5,"Nagar, Hari and Chada",Munger,9.42,4.61,55,Bangalore Warehouse,422,2026-07-01,,,,,,,,,,,,,,,Average,No Cost,1,1.51131221719457,July,2025,3,Wednesday,1,Minor Delay,0,0,High,1013037.0599999999
1036,1,3,2025-06-10,2025-06-16,2025-06-18,372,Delivered,Iure Product,Medical,1939.35,19,"Balasubramanian, Gara and Memon",Nadiad,5.69,4.88,3,Mumbai Warehouse,584,2026-07-06,,,,,,,,,,,,,,,Average,No Cost,2,1.427027027027027,June,2025,2,Tuesday,1,Minor Delay,0,1,High,721438.2
1037,13,120,2024-09-04,2024-09-06,2024-09-06,85,Delayed,Magnam Product,Electronics,3329.48,19,"Borah, Gill and Varma",Dehri,6.15,3.78,120,Bangalore Warehouse,996,2026-07-07,31.0,Traffic,Low,Possimus mollitia omnis voluptate.,2026-05-05,31.0,Expedite Shipment,Rejected,2026-06-18,31.0,Partially Resolved,7.0,-3004.25,Minor delay occurred,Average,Low,0,1.5668449197860963,September,2024,3,Wednesday,0,On Time,0,0,High,283005.8
1038,16,136,2025-09-15,2025-09-23,2025-09-23,137,Delayed,Facilis Product,Groceries,4154.63,13,Handa-Manda,Vijayanagaram,8.66,4.77,136,Bangalore Warehouse,943,2026-07-08,,,,,,,,,,,,,,,Average,No Cost,0,1.4335260115606936,September,2025,3,Monday,0,On Time,0,0,High,569184.31
1039,19,114,2025-07-07,2025-07-10,2025-07-12,389,Delayed,Dicta Product,Clothing,1943.15,20,"Nagar, Hari and Chada",Munger,9.42,4.61,114,Hyderabad Warehouse,822,2026-07-08,,,,,,,,,,,,,,,Average,No Cost,2,1.51131221719457,July,2025,3,Monday,1,Minor Delay,0,1,High,755885.3500000001
